"","PC1","PC2"
"C_denovo726",-0.000477787103345377,-0.000185587499348776
"C_denovo728",0.00218943710111821,-0.00187587802041439
"C_denovo729",-0.00153509902462362,0.00182902174331243
"C_denovo732",-0.00576540400747529,-0.00202754789830542
"C_denovo733",0.00146517652307507,-0.00137382448507553
"C_denovo737",0.00121845106212107,0.00485971011111359
"C_denovo744",0.00267164019867465,-0.00440518175017407
"C_denovo745",-0.00223419174040182,-0.000824515325063807
"C_denovo751",-0.00178549628411826,-0.000770640898607432
"C_denovo752",-0.00130770918077288,-0.000585053399258651
"C_denovo753",-0.0071340627015348,-0.00258876195514918
"C_denovo754",-0.000477787103345377,-0.000185587499348776
"C_denovo755",-0.00134439761208079,-0.000438726030056119
"C_denovo757",0.00109280443157013,0.00379343408054789
"C_denovo758",0.000772729424073948,0.00268236296233957
"C_denovo759",-0.000446170933154057,-0.000100842074973041
"C_denovo760",0.00547087344615023,-0.00494210103282684
"C_denovo761",0.00192326844221932,-0.00168649319153516
"A_denovo762",-0.0113961012491018,-0.00481431889341372
"C_denovo778",-0.000446170933154057,-0.000100842074973041
"C_denovo779",-0.000477787103345377,-0.000185587499348776
"C_denovo781",-0.000584720400226663,-0.0001446196167189
"C_denovo786",0.00137423382529216,-0.00113883290875487
"C_denovo787",-0.00206282796868808,-0.000739399158371801
"C_denovo790",-0.00106776155887645,-0.000339598884317722
"C_denovo791",-0.000675693001477988,-0.000262460358585949
"C_denovo792",0.00277626078185372,-0.00251645203488933
"C_denovo797",0.00606679447523674,-0.00548878348517928
"C_denovo799",-0.000584720400226663,-0.0001446196167189
"C_denovo800",-0.000630980984803128,-0.000142612230084712
"C_denovo803",0.00282824091605492,0.0121367275819827
"C_denovo805",-0.000446170933154057,-0.000100842074973041
"C_denovo809",0.000401235939392719,0.0184778029874343
"C_denovo810",0.0012581697460052,-0.00113016070594087
"C_denovo812",0.000815203275826053,-0.000737045111659524
"C_denovo813",-0.000477787103345377,-0.000185587499348776
"C_denovo816",-0.00305969334154814,-0.00113433305078841
"C_denovo817",0.000938711728191572,0.0039537758615729
"C_denovo818",0.000938711728191572,0.0039537758615729
"C_denovo821",-0.000584720400226663,-0.0001446196167189
"C_denovo824",0.0012581697460052,-0.00113016070594087
"C_denovo829",-0.000477787103345377,-0.000185587499348776
"C_denovo835",-0.00132701605285021,-0.000611843063258815
"C_denovo837",-0.00102776201855243,-0.000371185525229745
"C_denovo838",0.000815203275826053,-0.000737045111659524
"A_denovo839",-0.0011827085629166,-0.000832906291854408
"C_denovo843",-0.0117386343958443,-0.004316951279508
"C_denovo844",0.0012581697460052,-0.00113016070594087
"C_denovo849",-0.000446170933154057,-0.000100842074973041
"C_denovo851",0.00130830664007784,-0.00118942948595972
"C_denovo853",-0.00147810756846141,-0.000594779541652899
"C_denovo864",-0.00106776155887645,-0.000339598884317722
"C_denovo867",-0.00399548968919013,-0.00139840815527098
"C_denovo869",0.000875049679293268,-0.000789810134431272
"C_denovo871",0.00272527467343413,-0.00247191744496197
"C_denovo873",-0.000446170933154057,-0.000100842074973041
"C_denovo874",-0.00116643018152537,-0.000484916440746079
"C_denovo876",-0.00175388011392694,-0.000685895474231686
"C_denovo880",0.000875049679293268,-0.000789810134431272
"C_denovo881",-0.00106776155887645,-0.000339598884317722
"C_denovo882",0.00238392241522406,0.00941713496507113
"C_denovo883",-0.000477787103345377,-0.000185587499348776
"C_denovo884",-0.000477787103345377,-0.000185587499348776
"C_denovo885",-0.000477787103345377,-0.000185587499348776
"C_denovo887",0.000815203275826053,-0.000737045111659524
"C_denovo888",-0.000446170933154057,-0.000100842074973041
"C_denovo891",0.00359146405767977,-0.00325349714654886
"C_denovo894",-0.00116643018152537,-0.000484916440746079
