"","Clade","Subtype"
"CladeC","CladeC","C_denovo77"
"CladeC","CladeC","C_denovo770"
"CladeC","CladeC","C_denovo771"
"CladeC","CladeC","C_denovo772"
"CladeC","CladeC","C_denovo773"
"CladeC","CladeC","C_denovo774"
"CladeC","CladeC","C_denovo775"
"CladeC","CladeC","C_denovo776"
"CladeC","CladeC","C_denovo777"
"CladeC","CladeC","C_denovo778"
"CladeC","CladeC","C_denovo779"
"CladeC","CladeC","C_denovo78"
"CladeC","CladeC","C_denovo780"
"CladeC","CladeC","C_denovo781"
"CladeC","CladeC","C_denovo782"
"CladeC","CladeC","C_denovo783"
"CladeC","CladeC","C_denovo784"
"CladeC","CladeC","C_denovo785"
"CladeC","CladeC","C_denovo786"
"CladeC","CladeC","C_denovo787"
"CladeC","CladeC","C_denovo789"
"CladeC","CladeC","C_denovo79"
"CladeC","CladeC","C_denovo790"
"CladeC","CladeC","C_denovo791"
"CladeC","CladeC","C_denovo792"
"CladeC","CladeC","C_denovo793"
"CladeC","CladeC","C_denovo794"
"CladeC","CladeC","C_denovo795"
"CladeC","CladeC","C_denovo796"
"CladeC","CladeC","C_denovo797"
"CladeC","CladeC","C_denovo799"
"CladeC","CladeC","C_denovo8"
"CladeC","CladeC","C_denovo80"
"CladeC","CladeC","C_denovo800"
"CladeC","CladeC","C_denovo801"
"CladeC","CladeC","C_denovo802"
"CladeC","CladeC","C_denovo803"
"CladeC","CladeC","C_denovo804"
"CladeC","CladeC","C_denovo805"
"CladeC","CladeC","C_denovo806"
"CladeC","CladeC","C_denovo807"
"CladeC","CladeC","C_denovo808"
"CladeC","CladeC","C_denovo809"
"CladeC","CladeC","C_denovo81"
"CladeC","CladeC","C_denovo810"
"CladeC","CladeC","C_denovo811"
"CladeC","CladeC","C_denovo812"
"CladeC","CladeC","C_denovo813"
"CladeC","CladeC","C_denovo814"
"CladeC","CladeC","C_denovo815"
"CladeC","CladeC","C_denovo816"
"CladeC","CladeC","C_denovo817"
"CladeC","CladeC","C_denovo818"
"CladeC","CladeC","C_denovo82"
"CladeC","CladeC","C_denovo820"
"CladeC","CladeC","C_denovo821"
"CladeC","CladeC","C_denovo822"
"CladeC","CladeC","C_denovo823"
"CladeC","CladeC","C_denovo824"
"CladeC","CladeC","C_denovo825"
"CladeC","CladeC","C_denovo826"
"CladeC","CladeC","C_denovo827"
"CladeC","CladeC","C_denovo828"
"CladeC","CladeC","C_denovo829"
"CladeC","CladeC","C_denovo83"
"CladeC","CladeC","C_denovo830"
"CladeC","CladeC","C_denovo831"
"CladeC","CladeC","C_denovo832"
"CladeC","CladeC","C_denovo833"
"CladeC","CladeC","C_denovo834"
"CladeC","CladeC","C_denovo835"
"CladeC","CladeC","C_denovo836"
"CladeC","CladeC","C_denovo837"
"CladeC","CladeC","C_denovo838"
"CladeC","CladeC","C_denovo84"
"CladeC","CladeC","C_denovo840"
"CladeC","CladeC","C_denovo841"
"CladeC","CladeC","C_denovo842"
"CladeC","CladeC","C_denovo843"
"CladeC","CladeC","C_denovo844"
"CladeC","CladeC","C_denovo845"
"CladeC","CladeC","C_denovo846"
"CladeC","CladeC","C_denovo847"
"CladeC","CladeC","C_denovo848"
"CladeC","CladeC","C_denovo849"
"CladeC","CladeC","C_denovo85"
"CladeC","CladeC","C_denovo850"
"CladeC","CladeC","C_denovo851"
"CladeC","CladeC","C_denovo852"
"CladeC","CladeC","C_denovo853"
"CladeC","CladeC","C_denovo854"
"CladeC","CladeC","C_denovo855"
"CladeC","CladeC","C_denovo856"
"CladeC","CladeC","C_denovo857"
"CladeC","CladeC","C_denovo859"
"CladeC","CladeC","C_denovo86"
"CladeC","CladeC","C_denovo860"
"CladeC","CladeC","C_denovo861"
"CladeC","CladeC","C_denovo862"
"CladeC","CladeC","C_denovo863"
"CladeC","CladeC","C_denovo864"
"CladeC","CladeC","C_denovo865"
"CladeC","CladeC","C_denovo866"
"CladeC","CladeC","C_denovo867"
"CladeC","CladeC","C_denovo868"
"CladeC","CladeC","C_denovo869"
"CladeC","CladeC","C_denovo87"
"CladeC","CladeC","C_denovo870"
"CladeC","CladeC","C_denovo871"
"CladeC","CladeC","C_denovo872"
"CladeC","CladeC","C_denovo873"
"CladeC","CladeC","C_denovo874"
"CladeC","CladeC","C_denovo875"
"CladeC","CladeC","C_denovo876"
"CladeC","CladeC","C_denovo877"
"CladeC","CladeC","C_denovo878"
"CladeC","CladeC","C_denovo879"
"CladeC","CladeC","C_denovo88"
"CladeC","CladeC","C_denovo880"
"CladeC","CladeC","C_denovo881"
"CladeC","CladeC","C_denovo882"
"CladeC","CladeC","C_denovo883"
"CladeC","CladeC","C_denovo884"
"CladeC","CladeC","C_denovo885"
"CladeC","CladeC","C_denovo886"
"CladeC","CladeC","C_denovo887"
"CladeC","CladeC","C_denovo888"
"CladeC","CladeC","C_denovo889"
"CladeC","CladeC","C_denovo89"
"CladeC","CladeC","C_denovo890"
"CladeC","CladeC","C_denovo891"
"CladeC","CladeC","C_denovo892"
"CladeC","CladeC","C_denovo893"
"CladeC","CladeC","C_denovo894"
"CladeC","CladeC","C_denovo9"
"CladeC","CladeC","C_denovo90"
"CladeC","CladeC","C_denovo91"
"CladeC","CladeC","C_denovo93"
"CladeC","CladeC","C_denovo94"
"CladeC","CladeC","C_denovo95"
"CladeC","CladeC","C_denovo96"
"CladeC","CladeC","C_denovo97"
"CladeC","CladeC","C_denovo98"
"CladeC","CladeC","C_denovo99"
"CladeC","CladeC","C_I:0"
"CladeC","CladeC","C_I:1"
"CladeC","CladeC","C_I:10"
"CladeC","CladeC","C_I:111"
"CladeC","CladeC","C_I:117"
"CladeC","CladeC","C_I:12"
"CladeC","CladeC","C_I:146"
"CladeC","CladeC","C_I:149"
"CladeC","CladeC","C_I:15"
"CladeC","CladeC","C_I:156"
"CladeC","CladeC","C_I:16"
"CladeC","CladeC","C_I:172"
"CladeC","CladeC","C_I:180"
"CladeC","CladeC","C_I:197"
"CladeC","CladeC","C_I:2"
"CladeC","CladeC","C_I:20"
"CladeC","CladeC","C_I:203"
"CladeC","CladeC","C_I:211"
"CladeC","CladeC","C_I:244"
"CladeC","CladeC","C_I:254"
"CladeC","CladeC","C_I:262"
"CladeC","CladeC","C_I:273"
"CladeC","CladeC","C_I:279"
"CladeC","CladeC","C_I:285"
"CladeC","CladeC","C_I:290"
"CladeC","CladeC","C_I:294"
"CladeC","CladeC","C_I:297"
"CladeC","CladeC","C_I:3"
"CladeC","CladeC","C_I:305"
"CladeC","CladeC","C_I:310"
"CladeC","CladeC","C_I:314"
"CladeC","CladeC","C_I:315"
"CladeC","CladeC","C_I:319"
"CladeC","CladeC","C_I:324"
"CladeC","CladeC","C_I:326"
"CladeC","CladeC","C_I:327"
"CladeC","CladeC","C_I:329"
"CladeC","CladeC","C_I:330"
"CladeC","CladeC","C_I:335"
"CladeC","CladeC","C_I:34"
"CladeC","CladeC","C_I:342"
"CladeC","CladeC","C_I:344"
"CladeC","CladeC","C_I:347"
"CladeC","CladeC","C_I:348"
"CladeC","CladeC","C_I:357"
"CladeC","CladeC","C_I:361"
"CladeC","CladeC","C_I:375"
"CladeC","CladeC","C_I:379"
"CladeC","CladeC","C_I:382"
"CladeC","CladeC","C_I:393"
"CladeC","CladeC","C_I:4"
"CladeC","CladeC","C_I:40"
"CladeC","CladeC","C_I:440"
"CladeC","CladeC","C_I:5"
"CladeC","CladeC","C_I:51"
"CladeC","CladeC","C_I:52"
"CladeC","CladeC","C_I:53"
"CladeC","CladeC","C_I:54"
"CladeC","CladeC","C_I:58"
"CladeC","CladeC","C_I:6"
"CladeC","CladeC","C_I:61"
"CladeC","CladeC","C_I:64"
"CladeC","CladeC","C_I:65"
"CladeC","CladeC","C_I:69"
"CladeC","CladeC","C_I:78"
"CladeC","CladeC","C_I:8"
"CladeC","CladeC","C_I:82"
"CladeC","CladeC","C1"
"CladeC","CladeC","C1.11"
"CladeC","CladeC","C1.12"
"CladeC","CladeC","C1.13"
"CladeC","CladeC","C1.14"
"CladeC","CladeC","C1.15"
"CladeC","CladeC","C1.17"
"CladeC","CladeC","C1.18"
"CladeC","CladeC","C1.19"
"CladeC","CladeC","C1.2"
"CladeC","CladeC","C1.6"
"CladeC","CladeC","C1.7"
"CladeC","CladeC","C1002"
"CladeC","CladeC","C1005"
"CladeC","CladeC","C1006"
"CladeC","CladeC","C1007"
"CladeC","CladeC","C1008"
"CladeC","CladeC","C1009"
"CladeC","CladeC","C1010"
"CladeC","CladeC","C1012"
"CladeC","CladeC","C1017"
"CladeC","CladeC","C1026"
"CladeC","CladeC","C1028"
"CladeC","CladeC","C1040"
"CladeC","CladeC","C1043"
"CladeC","CladeC","C1044"
"CladeC","CladeC","C1045"
"CladeC","CladeC","C1048"
"CladeC","CladeC","C1051"
"CladeC","CladeC","C1052"
"CladeC","CladeC","C1054"
"CladeC","CladeC","C1057"
"CladeC","CladeC","C1059"
"CladeC","CladeC","C1060"
"CladeC","CladeC","C1065"
"CladeC","CladeC","C1083"
"CladeC","CladeC","C1085"
"CladeC","CladeC","C1086"
"CladeC","CladeC","C1087"
"CladeC","CladeC","C1088"
"CladeC","CladeC","C1089"
"CladeC","CladeC","C1094"
"CladeC","CladeC","C1098"
"CladeC","CladeC","C1101"
"CladeC","CladeC","C1103"
"CladeC","CladeC","C1104"
"CladeC","CladeC","C1129"
"CladeC","CladeC","C1145"
"CladeC","CladeC","C1148"
"CladeC","CladeC","C1163"
"CladeC","CladeC","C1164"
"CladeC","CladeC","C1173"
"CladeC","CladeC","C1197"
"CladeC","CladeC","C1198"
"CladeC","CladeC","C1201"
"CladeC","CladeC","C1204"
"CladeC","CladeC","C1205"
"CladeC","CladeC","C1206"
"CladeC","CladeC","C1207"
"CladeC","CladeC","C1208"
"CladeC","CladeC","C1209"
"CladeC","CladeC","C1210"
"CladeC","CladeC","C1211"
"CladeC","CladeC","C1212"
"CladeC","CladeC","C1213"
"CladeC","CladeC","C1214"
"CladeC","CladeC","C1218"
"CladeC","CladeC","C1219"
"CladeC","CladeC","C1220"
"CladeC","CladeC","C1222"
"CladeC","CladeC","C1223"
"CladeC","CladeC","C1224"
"CladeC","CladeC","C1225"
"CladeC","CladeC","C1226"
"CladeC","CladeC","C1227"
"CladeC","CladeC","C1228"
"CladeC","CladeC","C1231"
"CladeC","CladeC","C1232"
"CladeC","CladeC","C1233"
"CladeC","CladeC","C1234"
"CladeC","CladeC","C1235"
"CladeC","CladeC","C131"
"CladeC","CladeC","C14"
"CladeC","CladeC","C15"
"CladeC","CladeC","C15.1"
"CladeC","CladeC","C15.12"
"CladeC","CladeC","C15.13"
"CladeC","CladeC","C15.15"
"CladeC","CladeC","C15.16"
"CladeC","CladeC","C15.17"
"CladeC","CladeC","C15.18"
"CladeC","CladeC","C15.19"
"CladeC","CladeC","C15.2"
"CladeC","CladeC","C15.20"
"CladeC","CladeC","C15.22"
"CladeC","CladeC","C15.26"
"CladeC","CladeC","C15.3"
"CladeC","CladeC","C15.4"
"CladeC","CladeC","C15.5"
"CladeC","CladeC","C15.6"
"CladeC","CladeC","C15.7"
"CladeC","CladeC","C15.8"
"CladeC","CladeC","C15a"
"CladeC","CladeC","C15b"
"CladeC","CladeC","C15c"
"CladeC","CladeC","C15e"
"CladeC","CladeC","C15f"
"CladeC","CladeC","C16"
"CladeC","CladeC","C17"
"CladeC","CladeC","C17.2"
"CladeC","CladeC","C1a"
"CladeC","CladeC","C1b.2"
"CladeC","CladeC","C1b.3"
"CladeC","CladeC","C1b_C1e"
"CladeC","CladeC","Cstar"
"CladeC","CladeC","C1d"
"CladeC","CladeC","C1h"
"CladeC","CladeC","C1i"
"CladeC","CladeC","C1j"
"CladeC","CladeC","C2"
"CladeC","CladeC","C21.1"
"CladeC","CladeC","C21.10"
"CladeC","CladeC","C21.11"
"CladeC","CladeC","C21.14"
"CladeC","CladeC","C21.16"
"CladeC","CladeC","C21.2"
"CladeC","CladeC","C21.4"
"CladeC","CladeC","C21.5"
"CladeC","CladeC","C21.6"
"CladeC","CladeC","C21.7"
"CladeC","CladeC","C21.8"
"CladeC","CladeC","C21.9"
"CladeC","CladeC","C21_3d_3k"
"CladeC","CladeC","C24"
"CladeC","CladeC","C29"
"CladeC","CladeC","C3"
"CladeC","CladeC","C3.1"
"CladeC","CladeC","C3.10"
"CladeC","CladeC","C3.12"
"CladeC","CladeC","C3.14"
"CladeC","CladeC","C3.15"
"CladeC","CladeC","C3.16"
"CladeC","CladeC","C3.17"
"CladeC","CladeC","C3.18"
"CladeC","CladeC","C3.2"
"CladeC","CladeC","C3.20"
"CladeC","CladeC","C3.22"
"CladeC","CladeC","C3.5"
"CladeC","CladeC","C3.8"
"CladeC","CladeC","C30"
"CladeC","CladeC","C31"
"CladeC","CladeC","C31.1"
"CladeC","CladeC","C31.10"
"CladeC","CladeC","C31.2"
"CladeC","CladeC","C31.3"
"CladeC","CladeC","C31.4"
"CladeC","CladeC","C31.5"
"CladeC","CladeC","C31.6"
"CladeC","CladeC","C31a"
"CladeC","CladeC","C32.1"
"CladeC","CladeC","C32.2"
"CladeC","CladeC","C35.2"
"CladeC","CladeC","C35a"
"CladeC","CladeC","C36"
"CladeC","CladeC","C38a"
"CladeC","CladeC","C39"
"CladeC","CladeC","C3b"
"CladeC","CladeC","C3f"
"CladeC","CladeC","C3ff"
"CladeC","CladeC","C3j"
"CladeC","CladeC","C4"
"CladeC","CladeC","C40"
"CladeC","CladeC","C41"
"CladeC","CladeC","C42"
"CladeC","CladeC","C42"
"CladeC","CladeC","C42.1"
"CladeC","CladeC","C42.2"
"CladeC","CladeC","C42b"
"CladeC","CladeC","C43"
"CladeC","CladeC","C44"
"CladeC","CladeC","C45.1"
"CladeC","CladeC","C45.2"
"CladeC","CladeC","C45.3"
"CladeC","CladeC","C46a"
"CladeC","CladeC","C55"
"CladeC","CladeC","C58"
"CladeC","CladeC","C60"
"CladeC","CladeC","C68"
"CladeC","CladeC","C7"
"CladeC","CladeC","C91"
"CladeC","CladeC","C91a"
"CladeC","CladeC","C91c"
"CladeC","CladeC","C93"
"CladeC","CladeC","C94"
"CladeD","CladeD","D_denovo114"
"CladeD","CladeD","D_denovo13"
"CladeD","CladeD","D_denovo142"
"CladeD","CladeD","D_denovo168"
"CladeD","CladeD","D_denovo227"
"CladeD","CladeD","D_denovo271"
"CladeD","CladeD","D_denovo294"
"CladeD","CladeD","D_denovo301"
"CladeD","CladeD","D_denovo335"
"CladeD","CladeD","D_denovo346"
"CladeD","CladeD","D_denovo369"
"CladeD","CladeD","D_denovo449"
"CladeD","CladeD","D_denovo655"
"CladeD","CladeD","D_denovo741"
"CladeD","CladeD","D_denovo764"
"CladeD","CladeD","D_denovo788"
"CladeD","CladeD","D_denovo798"
"CladeD","CladeD","D_denovo819"
"CladeD","CladeD","D_denovo858"
"CladeD","CladeD","D_I:0"
"CladeD","CladeD","D_I:1"
"CladeD","CladeD","D_I:11"
"CladeD","CladeD","D_I:12"
"CladeD","CladeD","D_I:6"
"CladeD","CladeD","D_I:8"
"CladeD","CladeD","D1"
"CladeD","CladeD","D1.11"
"CladeD","CladeD","D1.12"
"CladeD","CladeD","D1.5"
"CladeD","CladeD","D1.6"
"CladeD","CladeD","D112"
"CladeD","CladeD","D120"
"CladeD","CladeD","D123"
"CladeD","CladeD","D1a"
"CladeD","CladeD","D2"
"CladeF","CladeF","F_denovo0"
"CladeF","CladeF","F_denovo273"
"CladeF","CladeF","F_denovo580"
"CladeF","CladeF","F_denovo586"
"CladeF","CladeF","F_I:30"
"CladeF","CladeF","F3.2"
"CladeF","CladeF","F4.2"
"CladeG","CladeG","G_denovo315"
"CladeG","CladeG","G_denovo630"
"CladeG","CladeG","G_I:5"
"CladeG","CladeG","G3.1"
